locus_tag	ftype	length_bp	gene	EC_number	COG	product
KBOACNCO_00383	CDS	936				hypothetical protein
KBOACNCO_00384	CDS	1206				hypothetical protein
KBOACNCO_00385	CDS	723				hypothetical protein
KBOACNCO_00386	CDS	2022	yqiK		COG2268	Inner membrane protein YqiK
KBOACNCO_00387	CDS	822	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
KBOACNCO_00388	CDS	1107	obg	3.6.5.-		GTPase Obg
KBOACNCO_00389	CDS	174				hypothetical protein
KBOACNCO_00390	CDS	774	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase
KBOACNCO_00391	CDS	1326	pyrC_1	3.5.2.3	COG0044	Dihydroorotase
KBOACNCO_00392	CDS	1329	amtB			Ammonia channel
KBOACNCO_00393	CDS	1143	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
KBOACNCO_00394	CDS	876				hypothetical protein
KBOACNCO_00395	CDS	5640				hypothetical protein
KBOACNCO_00396	CDS	4230				hypothetical protein
KBOACNCO_00397	CDS	534	cysC	2.7.1.25		putative adenylyl-sulfate kinase
KBOACNCO_00398	CDS	684	tolQ_2			Tol-Pal system protein TolQ
KBOACNCO_00399	CDS	810	tolR_2			Tol-Pal system protein TolR
KBOACNCO_00400	CDS	1341	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
KBOACNCO_00401	CDS	423				hypothetical protein
KBOACNCO_00402	CDS	1104				hypothetical protein
KBOACNCO_00403	CDS	1230	hisD_1	1.1.1.23		Histidinol dehydrogenase
KBOACNCO_00404	CDS	495				IS630 family transposase ISTcSa
KBOACNCO_00405	CDS	360				hypothetical protein
KBOACNCO_00406	CDS	708	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
KBOACNCO_00407	CDS	1077	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
KBOACNCO_00408	CDS	771	rbn_2	3.1.26.11		Ribonuclease BN
KBOACNCO_00409	CDS	2271				hypothetical protein
KBOACNCO_00410	CDS	768				hypothetical protein
KBOACNCO_00411	CDS	996	aes	3.1.1.-		Acetyl esterase
KBOACNCO_00412	CDS	360				hypothetical protein
KBOACNCO_00413	CDS	621	ureG_1		COG0378	Urease accessory protein UreG
KBOACNCO_00414	CDS	1446	cheB_2	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
KBOACNCO_00415	CDS	1530				hypothetical protein
KBOACNCO_00416	CDS	1839				hypothetical protein
KBOACNCO_00417	CDS	1032				hypothetical protein
KBOACNCO_00418	CDS	204				hypothetical protein
KBOACNCO_00419	CDS	1197				hypothetical protein
KBOACNCO_00420	CDS	90				hypothetical protein
KBOACNCO_00421	CDS	1254				hypothetical protein
KBOACNCO_00422	CDS	1350				hypothetical protein
KBOACNCO_00423	CDS	1770				hypothetical protein
KBOACNCO_00424	CDS	1032	thiE	2.5.1.3		Thiamine-phosphate synthase
KBOACNCO_00425	CDS	915				hypothetical protein
KBOACNCO_00426	tRNA	75				tRNA-Arg(cct)
KBOACNCO_00427	CDS	522				hypothetical protein
KBOACNCO_00428	CDS	888				hypothetical protein
KBOACNCO_00429	CDS	1149				hypothetical protein
KBOACNCO_00430	CDS	954	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
KBOACNCO_00431	CDS	912	cph2_1			Phytochrome-like protein cph2
KBOACNCO_00432	CDS	1188	patA_1		COG0784	Protein PatA
KBOACNCO_00433	CDS	1233	gerN		COG0475	Na(+)/H(+)-K(+) antiporter GerN
KBOACNCO_00434	CDS	2082				hypothetical protein
KBOACNCO_00435	CDS	1323	pcxA_2			Proton extrusion protein PcxA
KBOACNCO_00436	CDS	450				hypothetical protein
KBOACNCO_00437	CDS	897			COG1192	putative protein
KBOACNCO_00438	CDS	441	hspA		COG0071	Spore protein SP21
KBOACNCO_00439	CDS	204				hypothetical protein
KBOACNCO_00440	CDS	1005	ccsA			Cytochrome c biogenesis protein CcsA
KBOACNCO_00441	CDS	381				hypothetical protein
KBOACNCO_00442	CDS	870	lipA	2.8.1.8	COG0320	Lipoyl synthase
KBOACNCO_00443	CDS	618				hypothetical protein
KBOACNCO_00444	CDS	741				hypothetical protein
KBOACNCO_00445	CDS	330				hypothetical protein
KBOACNCO_00446	CDS	735				hypothetical protein
KBOACNCO_00447	CDS	450				hypothetical protein
KBOACNCO_00448	CDS	96	psaM			Photosystem I reaction center subunit XII
KBOACNCO_00449	CDS	378				hypothetical protein
KBOACNCO_00450	CDS	831	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
KBOACNCO_00451	CDS	531				hypothetical protein
KBOACNCO_00452	CDS	1323				hypothetical protein
KBOACNCO_00453	CDS	1851	ftsH3	3.4.24.-		ATP-dependent zinc metalloprotease FtsH 3
KBOACNCO_00454	CDS	249			COG3039	IS5 family transposase IS5Sb
KBOACNCO_00455	CDS	114				hypothetical protein
KBOACNCO_00456	CDS	252	vapC2_1	3.1.-.-	COG1487	Ribonuclease VapC2
KBOACNCO_00457	CDS	228				hypothetical protein
KBOACNCO_00458	CDS	282				hypothetical protein
KBOACNCO_00459	CDS	219				hypothetical protein
KBOACNCO_00460	CDS	336				hypothetical protein
KBOACNCO_00461	CDS	309				hypothetical protein
KBOACNCO_00462	CDS	1527				hypothetical protein
KBOACNCO_00463	CDS	4593	gltB_2	1.4.7.1		Ferredoxin-dependent glutamate synthase 1
KBOACNCO_00464	CDS	162				hypothetical protein
KBOACNCO_00465	CDS	183				hypothetical protein
KBOACNCO_00466	CDS	315				hypothetical protein
KBOACNCO_00467	CDS	1239	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
KBOACNCO_00468	CDS	1449	cbiA	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
KBOACNCO_00469	CDS	1110				hypothetical protein
KBOACNCO_00470	CDS	1911		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
KBOACNCO_00471	CDS	1167	patA_2		COG0784	Protein PatA
KBOACNCO_00472	CDS	444	phoP_2		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
KBOACNCO_00473	CDS	552				hypothetical protein
KBOACNCO_00474	CDS	2610				hypothetical protein
KBOACNCO_00475	CDS	792	mlaE_1		COG0767	Intermembrane phospholipid transport system permease protein MlaE
KBOACNCO_00476	CDS	258	tatA_1			Sec-independent protein translocase protein TatA
KBOACNCO_00477	CDS	1395				hypothetical protein
KBOACNCO_00478	CDS	168				hypothetical protein
KBOACNCO_00479	CDS	3021	smc_2			Chromosome partition protein Smc
KBOACNCO_00480	CDS	789	dnaJ_2			Chaperone protein DnaJ
KBOACNCO_00481	CDS	174				hypothetical protein
KBOACNCO_00482	CDS	1434				hypothetical protein
KBOACNCO_00483	CDS	777	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
KBOACNCO_00484	CDS	513				hypothetical protein
KBOACNCO_00485	CDS	804				hypothetical protein
KBOACNCO_00486	CDS	1776				hypothetical protein
KBOACNCO_00487	CDS	3996	cobN_1	6.6.1.2		Aerobic cobaltochelatase subunit CobN
KBOACNCO_00488	CDS	2019	recF_1			DNA replication and repair protein RecF
KBOACNCO_00489	CDS	1098				hypothetical protein
KBOACNCO_00490	CDS	810	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
KBOACNCO_00491	CDS	1185				hypothetical protein
KBOACNCO_00492	CDS	1986	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
KBOACNCO_00493	CDS	159				hypothetical protein
KBOACNCO_00494	CDS	222				hypothetical protein
KBOACNCO_00495	CDS	1422				hypothetical protein
KBOACNCO_00496	CDS	783	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
KBOACNCO_00497	CDS	273				hypothetical protein
KBOACNCO_00498	CDS	5214				hypothetical protein
KBOACNCO_00499	CDS	954	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
KBOACNCO_00500	CDS	519	ywnH	2.3.1.183	COG1247	Putative phosphinothricin acetyltransferase YwnH
KBOACNCO_00501	CDS	1422	glnA_1	6.3.1.2		Glutamine synthetase
KBOACNCO_00502	CDS	4389	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
KBOACNCO_00503	CDS	948	cheB_3	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
KBOACNCO_00504	CDS	531				hypothetical protein
KBOACNCO_00505	CDS	567	yqgN		COG0212	putative protein YqgN
KBOACNCO_00506	CDS	753	gph_1	3.1.3.18		Phosphoglycolate phosphatase
KBOACNCO_00507	CDS	1203				hypothetical protein
KBOACNCO_00508	CDS	492				hypothetical protein
KBOACNCO_00509	CDS	540	yceC		COG2310	Stress response protein SCP2
KBOACNCO_00510	CDS	1404	gadA	4.1.1.15	COG0076	Glutamate decarboxylase
KBOACNCO_00511	CDS	225				hypothetical protein
KBOACNCO_00512	CDS	339				hypothetical protein
KBOACNCO_00513	CDS	966	ramA	3.5.1.100		(R)-stereoselective amidase
KBOACNCO_00514	CDS	726	ureD			Urease accessory protein UreD
KBOACNCO_00515	CDS	450				hypothetical protein
KBOACNCO_00516	CDS	897				hypothetical protein
KBOACNCO_00517	CDS	516	yrdA		COG0663	Protein YrdA
KBOACNCO_00518	CDS	336				hypothetical protein
KBOACNCO_00519	CDS	1608	cocE	3.1.1.84		Cocaine esterase
KBOACNCO_00520	CDS	648	thyX	2.1.1.148		Flavin-dependent thymidylate synthase
KBOACNCO_00521	CDS	123				hypothetical protein
KBOACNCO_00522	CDS	138	psbK			Photosystem II reaction center protein K
KBOACNCO_00523	CDS	723				hypothetical protein
KBOACNCO_00524	CDS	258	ibaG		COG5007	Acid stress protein IbaG
KBOACNCO_00525	CDS	324	grxD		COG0278	Glutaredoxin 4
KBOACNCO_00526	CDS	345	ybaB		COG0718	Nucleoid-associated protein YbaB
KBOACNCO_00527	CDS	1305	hisD_2	1.1.1.23	COG0141	Histidinol dehydrogenase
KBOACNCO_00528	CDS	1557	merA	1.16.1.1		Mercuric reductase
KBOACNCO_00529	CDS	336				hypothetical protein
KBOACNCO_00530	CDS	1710	ureC	3.5.1.5	COG0804	Urease subunit alpha
KBOACNCO_00531	CDS	471				hypothetical protein
KBOACNCO_00532	CDS	255				hypothetical protein
KBOACNCO_00533	CDS	480				hypothetical protein
KBOACNCO_00534	CDS	186				hypothetical protein
KBOACNCO_00535	CDS	2478				hypothetical protein
KBOACNCO_00536	CDS	747				hypothetical protein
KBOACNCO_00537	CDS	1923	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
KBOACNCO_00538	CDS	348				hypothetical protein
KBOACNCO_00539	CDS	1029			COG4447	Ycf48-like protein
KBOACNCO_00540	CDS	246	psbE			Cytochrome b559 subunit alpha
KBOACNCO_00541	CDS	135	psbF			Cytochrome b559 subunit beta
KBOACNCO_00542	CDS	120	psbL			Photosystem II reaction center protein L
KBOACNCO_00543	CDS	120	psbJ			Photosystem II reaction center protein J
KBOACNCO_00544	CDS	1116	proB	2.7.2.11	COG0263	Glutamate 5-kinase
KBOACNCO_00545	CDS	147				hypothetical protein
KBOACNCO_00546	CDS	1017			COG3385	IS4 family transposase IS4Sa
KBOACNCO_00547	CDS	873				hypothetical protein
KBOACNCO_00548	CDS	651				hypothetical protein
KBOACNCO_00549	CDS	732				hypothetical protein
KBOACNCO_00550	CDS	2763	gyrA_1	5.6.2.2		DNA gyrase subunit A
KBOACNCO_00551	CDS	408	divK_1			Polar-differentiation response regulator DivK
KBOACNCO_00552	CDS	828	mtfA		COG3228	Protein MtfA
KBOACNCO_00553	CDS	474				hypothetical protein
KBOACNCO_00554	CDS	645				hypothetical protein
KBOACNCO_00555	CDS	240				hypothetical protein
KBOACNCO_00556	CDS	612				hypothetical protein
KBOACNCO_00557	CDS	417				hypothetical protein
KBOACNCO_00558	CDS	1017	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
KBOACNCO_00559	CDS	870	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KBOACNCO_00560	CDS	807	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
KBOACNCO_00561	CDS	288				hypothetical protein
KBOACNCO_00562	CDS	5898				hypothetical protein
KBOACNCO_00563	CDS	987			COG1702	PhoH-like protein
KBOACNCO_00564	CDS	1197	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
KBOACNCO_00565	CDS	579	cpcS	4.-.-.-		Phycocyanobilin lyase subunit CpcS
KBOACNCO_00566	CDS	750	cpcG			Phycobilisome rod-core linker polypeptide CpcG
KBOACNCO_00567	CDS	897				hypothetical protein
KBOACNCO_00568	CDS	447				hypothetical protein
KBOACNCO_00569	CDS	852	dhlA	3.8.1.5		Haloalkane dehalogenase
KBOACNCO_00570	CDS	924	cbpA_1		COG2214	Curved DNA-binding protein
KBOACNCO_00571	CDS	2316	dnaK_1			Chaperone protein DnaK
KBOACNCO_00572	CDS	1284	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
KBOACNCO_00573	CDS	495				IS630 family transposase ISTcSa
KBOACNCO_00574	CDS	315				hypothetical protein
KBOACNCO_00575	CDS	2130				hypothetical protein
KBOACNCO_00576	CDS	585				hypothetical protein
KBOACNCO_00577	CDS	435				hypothetical protein
KBOACNCO_00578	CDS	1776				putative protein
KBOACNCO_00579	CDS	642	rssB_1			Regulator of RpoS
KBOACNCO_00580	CDS	1017	amiC_1	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
KBOACNCO_00581	CDS	429				hypothetical protein
KBOACNCO_00582	CDS	438				hypothetical protein
KBOACNCO_00583	CDS	357			COG1366	Putative anti-sigma factor antagonist
KBOACNCO_00584	CDS	354				hypothetical protein
KBOACNCO_00585	CDS	267				hypothetical protein
KBOACNCO_00586	CDS	798				hypothetical protein
KBOACNCO_00587	CDS	405				hypothetical protein
KBOACNCO_00588	CDS	315				hypothetical protein
KBOACNCO_00589	CDS	852	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
KBOACNCO_00590	CDS	909	hsaD	3.7.1.17		4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase
KBOACNCO_00591	CDS	630				hypothetical protein
KBOACNCO_00592	CDS	1824	spoVD		COG0768	Stage V sporulation protein D
KBOACNCO_00593	CDS	459				hypothetical protein
KBOACNCO_00594	CDS	1362	lutA			Lactate utilization protein A
KBOACNCO_00595	CDS	1077				hypothetical protein
KBOACNCO_00596	CDS	1701	ubiB_1	2.7.-.-		protein kinase UbiB
KBOACNCO_00597	CDS	1107				hypothetical protein
KBOACNCO_00598	CDS	1038	cmpR_1			HTH-type transcriptional activator CmpR
KBOACNCO_00599	CDS	198				hypothetical protein
KBOACNCO_00600	CDS	921	phzF	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
KBOACNCO_00601	tRNA	81				tRNA-Leu(tag)
KBOACNCO_00602	CDS	1020				hypothetical protein
KBOACNCO_00603	CDS	1356	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
KBOACNCO_00604	CDS	1152				hypothetical protein
KBOACNCO_00605	CDS	291				hypothetical protein
KBOACNCO_00606	CDS	696				hypothetical protein
KBOACNCO_00607	CDS	723				hypothetical protein
KBOACNCO_00608	CDS	1098	kefC_1			Glutathione-regulated potassium-efflux system protein KefC
KBOACNCO_00609	CDS	1290	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
KBOACNCO_00610	CDS	315				hypothetical protein
KBOACNCO_00611	CDS	642				hypothetical protein
KBOACNCO_00612	CDS	339				hypothetical protein
KBOACNCO_00613	CDS	831	frmB	3.1.2.12	COG0627	S-formylglutathione hydrolase FrmB
KBOACNCO_00614	CDS	1110	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
KBOACNCO_00615	tRNA	75				tRNA-Arg(tct)
KBOACNCO_00616	CDS	138				hypothetical protein
KBOACNCO_00617	CDS	156				hypothetical protein
KBOACNCO_00618	CDS	11919				hypothetical protein
KBOACNCO_00619	CDS	1074	bchI	6.6.1.1	COG1239	Magnesium-chelatase 38 kDa subunit
KBOACNCO_00620	CDS	1215	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
KBOACNCO_00621	CDS	354				hypothetical protein
KBOACNCO_00622	CDS	1668				hypothetical protein
KBOACNCO_00623	CDS	237				hypothetical protein
KBOACNCO_00624	CDS	390				Thylakoid-associated single-stranded DNA-binding protein
KBOACNCO_00625	CDS	528				hypothetical protein
KBOACNCO_00626	CDS	375			COG1662	IS1 family transposase IS1Sa
KBOACNCO_00627	CDS	2079				hypothetical protein
KBOACNCO_00628	CDS	447				hypothetical protein
KBOACNCO_00629	CDS	396	phoP_3		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
KBOACNCO_00630	CDS	921	mnmC	2.1.1.61		tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
KBOACNCO_00631	CDS	387				hypothetical protein
KBOACNCO_00632	CDS	498				hypothetical protein
KBOACNCO_00633	CDS	1191				hypothetical protein
KBOACNCO_00634	CDS	702	COQ5_4	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
KBOACNCO_00635	CDS	333				hypothetical protein
KBOACNCO_00636	CDS	657				hypothetical protein
KBOACNCO_00637	CDS	624				hypothetical protein
KBOACNCO_00638	CDS	1452	cydA	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
KBOACNCO_00639	CDS	1011	appB	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
KBOACNCO_00640	CDS	636	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
KBOACNCO_00641	CDS	1242	ackA	2.7.2.1	COG0282	Acetate kinase
KBOACNCO_00642	CDS	741	clcD	3.1.1.45		Carboxymethylenebutenolidase
KBOACNCO_00643	CDS	216				hypothetical protein
KBOACNCO_00644	CDS	489				hypothetical protein
KBOACNCO_00645	CDS	201				hypothetical protein
KBOACNCO_00646	CDS	1176				hypothetical protein
KBOACNCO_00647	CDS	969				hypothetical protein
KBOACNCO_00648	CDS	264				hypothetical protein
KBOACNCO_00649	CDS	1014				hypothetical protein
KBOACNCO_00650	CDS	297				hypothetical protein
KBOACNCO_00651	CDS	2775	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
KBOACNCO_00652	CDS	2862				hypothetical protein
KBOACNCO_00653	CDS	468				hypothetical protein
KBOACNCO_00654	CDS	366	baeR		COG0745	Transcriptional regulatory protein BaeR
KBOACNCO_00655	CDS	1206	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
KBOACNCO_00656	CDS	2001	rnr_1	3.1.13.1		Ribonuclease R
KBOACNCO_00657	CDS	585	resA_1			Thiol-disulfide oxidoreductase ResA
KBOACNCO_00658	CDS	1998	ftsH1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH 1
KBOACNCO_00659	CDS	471				hypothetical protein
KBOACNCO_00660	CDS	240				hypothetical protein
KBOACNCO_00661	CDS	1845	feoB		COG0370	Fe(2+) transporter FeoB
KBOACNCO_00662	CDS	213				hypothetical protein
KBOACNCO_00663	CDS	2853	rcsC_8	2.7.13.3		Sensor histidine kinase RcsC
KBOACNCO_00664	CDS	456				hypothetical protein
KBOACNCO_00665	CDS	195				hypothetical protein
KBOACNCO_00666	CDS	645				hypothetical protein
KBOACNCO_00667	CDS	1077				hypothetical protein
KBOACNCO_00668	CDS	618				hypothetical protein
KBOACNCO_00669	CDS	624				hypothetical protein
KBOACNCO_00670	CDS	708				hypothetical protein
KBOACNCO_00671	CDS	942	fbiC_2		COG1060	FO synthase
KBOACNCO_00672	CDS	615	estB	3.1.1.1	COG0400	Carboxylesterase 2
KBOACNCO_00673	CDS	1161				hypothetical protein
KBOACNCO_00674	CDS	849				hypothetical protein
KBOACNCO_00675	CDS	405				hypothetical protein
KBOACNCO_00676	CDS	1689	ligA_2	6.5.1.2		DNA ligase
KBOACNCO_00677	CDS	3357	recD	3.1.11.5		RecBCD enzyme subunit RecD
KBOACNCO_00678	CDS	1506				hypothetical protein
KBOACNCO_00679	CDS	264				hypothetical protein
KBOACNCO_00680	CDS	756				hypothetical protein
KBOACNCO_00681	CDS	1293	serS	6.1.1.11	COG0172	Serine--tRNA ligase
KBOACNCO_00682	CDS	252	cpcD			Phycobilisome 8.9 kDa linker polypeptide, phycocyanin-associated, rod
KBOACNCO_00683	CDS	876	cpcC1			Phycobilisome 32.1 kDa linker polypeptide, phycocyanin-associated, rod 1
KBOACNCO_00684	CDS	822	cpcC2			Phycobilisome 32.1 kDa linker polypeptide, phycocyanin-associated, rod 2
KBOACNCO_00685	CDS	489	cpcA			C-phycocyanin alpha chain
KBOACNCO_00686	CDS	519	cpcB			C-phycocyanin beta chain
KBOACNCO_00687	CDS	219				hypothetical protein
KBOACNCO_00688	CDS	825				hypothetical protein
KBOACNCO_00689	CDS	201				hypothetical protein
KBOACNCO_00690	CDS	1251	spkA_1	2.7.11.1		Serine/threonine-protein kinase A
KBOACNCO_00691	CDS	312	spkA_2	2.7.11.1		Serine/threonine-protein kinase A
KBOACNCO_00692	CDS	444				hypothetical protein
KBOACNCO_00693	CDS	867		3.5.1.15		aspartoacylase
KBOACNCO_00694	CDS	1008	auaH	1.1.1.394		Aurachin B dehydrogenase
KBOACNCO_00695	CDS	195				hypothetical protein
KBOACNCO_00696	CDS	1236				hypothetical protein
KBOACNCO_00697	CDS	1377	dnaE_1	2.7.7.7	COG0587	DNA polymerase III subunit alpha
KBOACNCO_00698	CDS	942				hypothetical protein
KBOACNCO_00699	CDS	705				hypothetical protein
KBOACNCO_00700	CDS	2250	mtgA_1	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
KBOACNCO_00701	CDS	597				hypothetical protein
KBOACNCO_00702	CDS	1854	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
KBOACNCO_00703	CDS	258				hypothetical protein
KBOACNCO_00704	CDS	786				hypothetical protein
KBOACNCO_00705	CDS	672				hypothetical protein
KBOACNCO_00706	CDS	345				hypothetical protein
KBOACNCO_00707	CDS	1464	ndhB_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
KBOACNCO_00708	CDS	351				hypothetical protein
KBOACNCO_00709	CDS	1488	ndhB_3	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
KBOACNCO_00710	CDS	393				hypothetical protein
KBOACNCO_00711	CDS	252				hypothetical protein
KBOACNCO_00712	CDS	297				hypothetical protein
KBOACNCO_00713	CDS	576				hypothetical protein
KBOACNCO_00714	CDS	648				hypothetical protein
KBOACNCO_00715	CDS	1308				hypothetical protein
KBOACNCO_00716	CDS	726			COG0664	Cyclic AMP receptor protein
KBOACNCO_00717	CDS	1143				hypothetical protein
KBOACNCO_00718	CDS	477				hypothetical protein
KBOACNCO_00719	CDS	1083				hypothetical protein
KBOACNCO_00720	CDS	2400				hypothetical protein
KBOACNCO_00721	CDS	1782			COG1132	putative ABC transporter ATP-binding protein
KBOACNCO_00722	CDS	756				hypothetical protein
KBOACNCO_00723	CDS	2238	pacS_1	7.2.2.8		putative copper-transporting ATPase PacS
KBOACNCO_00724	CDS	882	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
KBOACNCO_00725	CDS	543	walR_1		COG0745	Transcriptional regulatory protein WalR
KBOACNCO_00726	CDS	456				hypothetical protein
KBOACNCO_00727	CDS	1218	hemW			Heme chaperone HemW
KBOACNCO_00728	CDS	603	nadD	2.7.7.18		nicotinate-nucleotide adenylyltransferase
KBOACNCO_00729	CDS	552				hypothetical protein
KBOACNCO_00730	CDS	870	folP	2.5.1.15	COG0294	Dihydropteroate synthase
KBOACNCO_00731	CDS	1362				hypothetical protein
KBOACNCO_00732	CDS	1800				hypothetical protein
KBOACNCO_00733	CDS	375				hypothetical protein
KBOACNCO_00734	CDS	285				hypothetical protein
KBOACNCO_00735	CDS	387				hypothetical protein
KBOACNCO_00736	CDS	2346	rnr_2	3.1.13.1	COG0557	Ribonuclease R
KBOACNCO_00737	CDS	1356				hypothetical protein
KBOACNCO_00738	CDS	1428				hypothetical protein
KBOACNCO_00739	CDS	270				hypothetical protein
KBOACNCO_00740	CDS	1386	argH	4.3.2.1	COG0165	Argininosuccinate lyase
KBOACNCO_00741	CDS	447				hypothetical protein
KBOACNCO_00742	CDS	2148				hypothetical protein
KBOACNCO_00743	CDS	2589				hypothetical protein
KBOACNCO_00744	CDS	999				hypothetical protein
KBOACNCO_00745	CDS	1656	ctaD_1	1.9.3.1	COG0843	putative cytochrome c oxidase subunit 1
KBOACNCO_00746	CDS	615	ctaE_1	1.9.3.1	COG1845	putative cytochrome c oxidase subunit 3
KBOACNCO_00747	CDS	330				Thioredoxin-like protein
KBOACNCO_00748	CDS	1137	arnB	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
